* description: Population SSPs data: use past data from 'Population WDI data completed with Population UN_PopDiv data completed with Population MI data', then the growth rates from the Wolrld Bank's PEAP until 2026, and then the growth rates from 'Population SSPs data completed with Population UN_PopDiv data completed with Population MI data'. || Population SDPs data: use past data from 'Population WDI data completed with Population UN_PopDiv data completed with Population MI data', then the growth rates from the Wolrld Bank's PEAP until 2026, and then the growth rates from 'Population SDPs data completed with Population UN_PopDiv data completed with Population MI data'. || Population SSP2EU data: use past data from 'Population Eurostat data completed with Population WDI data completed with Population UN_PopDiv data completed with Population MI data', then the growth rates from the Wolrld Bank's PEAP until 2026, and then the growth rates from 'Population SSP2EU data completed with Population UN_PopDiv data completed with Population MI data'. For European countries, just glue past with future.
* unit: million || million || million
* origin: calcOutput(type = "Population", aggregate = FALSE, file = "population.csv") (madrat 3.3.3 | mrdrivers 1.2.0)
* creation date: Mon Jun 12 15:18:09 2023
dummy,dummy,pop_SSP1,pop_SSP2,pop_SSP3,pop_SSP4,pop_SSP5,pop_SDP,pop_SDP_EI,pop_SDP_MC,pop_SDP_RC,pop_SSP2EU
y2145,RUS,120.138447583699,136.509034252462,141.149256001682,98.3136457897891,146.432539141193,120.138447583699,120.138447583699,120.138447583699,120.138447583699,136.509034252462
y2145,RWA,12.349298618446,27.4377044429208,58.7563548015435,48.8376625144268,10.465202901622,12.349298618446,12.349298618446,12.349298618446,12.349298618446,27.4377044429208
y2145,SAU,41.5105093028549,55.0586124653078,80.2344639040494,91.7277989177285,49.5771366205187,41.5105093028549,41.5105093028549,41.5105093028549,41.5105093028549,55.0586124653078
y2145,SDN,42.1859812748628,74.869524807489,206.568061068866,143.560893085913,26.739194560602,42.1859812748628,42.1859812748628,42.1859812748628,42.1859812748628,74.869524807489
y2145,SEN,18.96706643829,36.8098187683866,68.5015935730514,61.0590791489387,16.8443095597294,18.96706643829,18.96706643829,18.96706643829,18.96706643829,36.8098187683866
y2145,SGP,7.69552586428565,8.83687733368289,3.86723266374576,7.48849463724963,10.918137647107,7.69552586428565,7.69552586428565,7.69552586428565,7.69552586428565,8.83687733368289
y2145,SGS,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05
y2145,SHN,0.00260060219063076,0.00260060219063076,0.00260060219063076,0.00260060219063076,0.00260060219063076,0.00260060219063076,0.00260060219063076,0.00260060219063076,0.00260060219063076,0.00260060219063076
y2145,SJM,0.002572,0.002572,0.002572,0.002572,0.002572,0.002572,0.002572,0.002572,0.002572,0.002572
y2145,SLB,0.622588302703358,1.10596223551572,2.2521757984669,1.88950211330527,0.555394091744093,0.622588302703358,0.622588302703358,0.622588302703358,0.622588302703358,1.10596223551572
y2145,SLE,4.48407353407194,11.9104746248327,23.2898507782696,20.7976858292432,4.61049611665034,4.48407353407194,4.48407353407194,4.48407353407194,4.48407353407194,11.9104746248327
y2145,SLV,1.98544052085198,2.69005632028233,11.8611396211357,1.2081505332094,0.498653895438082,1.98544052085198,1.98544052085198,1.98544052085198,1.98544052085198,2.69005632028233
y2145,SMR,0.0241831697993332,0.0241831697993332,0.0241831697993332,0.0241831697993332,0.0241831697993332,0.0241831697993332,0.0241831697993332,0.0241831697993332,0.0241831697993332,0.0241831697993332
y2145,SOM,17.3492710651681,40.1544574668215,80.8992693735116,67.0123215844499,14.9739524498587,17.3492710651681,17.3492710651681,17.3492710651681,17.3492710651681,40.1544574668215
y2145,SPM,0.00311549651773065,0.00311549651773065,0.00311549651773065,0.00311549651773065,0.00311549651773065,0.00311549651773065,0.00311549651773065,0.00311549651773065,0.00311549651773065,0.00311549651773065
y2145,SRB,3.4976847690834,4.04203162177433,8.86477619454186,2.52243088946545,2.45852081748301,3.4976847690834,3.4976847690834,3.4976847690834,3.4976847690834,4.04203162177433
y2145,SSD,15.594052972143,30.0971984641952,46.3203559527201,51.0944877188276,18.331051139961,15.594052972143,15.594052972143,15.594052972143,15.594052972143,30.0971984641952
y2145,STP,0.101039695719809,0.201150117553367,0.576124183885642,0.334748429619427,0.0461456311928423,0.101039695719809,0.101039695719809,0.101039695719809,0.101039695719809,0.201150117553367
y2145,SUR,0.231122103450592,0.325814475050015,1.18878636546875,0.193527027483464,0.139126517735164,0.231122103450592,0.231122103450592,0.231122103450592,0.231122103450592,0.325814475050015
y2145,SVK,2.59631689882626,3.7382160531234,5.83746619793468,2.37550943123815,2.42025946300922,2.59631689882626,2.59631689882626,2.59631689882626,2.59631689882626,4.27145819235103
y2145,SVN,1.7329738541768,2.32068925160938,2.19869227988007,1.81568961399415,2.2107720947432,1.7329738541768,1.7329738541768,1.7329738541768,1.7329738541768,1.88943321287643
y2145,SWE,11.6110175998069,17.224475513106,17.8403240326351,12.3908913719621,14.8538425446718,11.6110175998069,11.6110175998069,11.6110175998069,11.6110175998069,13.9291329970668
y2145,SWZ,0.651460407735509,1.16079416234757,2.56300642721631,1.85971079813259,0.521996541425865,0.651460407735509,0.651460407735509,0.651460407735509,0.651460407735509,1.16079416234757
y2145,SXM,0.0188685216190634,0.0188685216190634,0.0188685216190634,0.0188685216190634,0.0188685216190634,0.0188685216190634,0.0188685216190634,0.0188685216190634,0.0188685216190634,0.0188685216190634
y2145,SYC,0.0517144116150686,0.0805505478321121,0.151960110894404,0.0503547328121145,0.0472629748389885,0.0517144116150686,0.0517144116150686,0.0517144116150686,0.0517144116150686,0.0805505478321121
y2145,SYR,14.3482346571288,21.4224412711247,69.5399853021356,38.1253403453107,8.6890980280091,14.3482346571288,14.3482346571288,14.3482346571288,14.3482346571288,21.4224412711247
y2145,TCA,0.0575976187855022,0.0575976187855022,0.0575976187855022,0.0575976187855022,0.0575976187855022,0.0575976187855022,0.0575976187855022,0.0575976187855022,0.0575976187855022,0.0575976187855022
y2145,TCD,19.4235208962754,42.3378021726233,65.6234727201641,62.6965380558562,19.4055096108068,19.4235208962754,19.4235208962754,19.4235208962754,19.4235208962754,42.3378021726233
y2145,TGO,7.3922890924314,13.8086507359011,23.4002801649509,21.8373293333214,6.98770032718686,7.3922890924314,7.3922890924314,7.3922890924314,7.3922890924314,13.8086507359011
y2145,THA,39.8650590222953,44.1314251933903,49.740426007918,27.8634236538349,46.8442369163091,39.8650590222953,39.8650590222953,39.8650590222953,39.8650590222953,44.1314251933903
y2145,TJK,7.46363331770315,11.176945114037,21.7604644753657,16.8302668067381,5.48327831429001,7.46363331770315,7.46363331770315,7.46363331770315,7.46363331770315,11.176945114037
y2145,TKL,0.00259292722059422,0.00259292722059422,0.00259292722059422,0.00259292722059422,0.00259292722059422,0.00259292722059422,0.00259292722059422,0.00259292722059422,0.00259292722059422,0.00259292722059422
y2145,TKM,6.15876379162967,6.67897404143473,10.5458960577509,3.87701226799343,5.44580535275753,6.15876379162967,6.15876379162967,6.15876379162967,6.15876379162967,6.67897404143473
y2145,TLS,1.15449818272261,2.24297439819032,7.76606262220991,4.14783959860643,0.522505717677042,1.15449818272261,1.15449818272261,1.15449818272261,1.15449818272261,2.24297439819032
y2145,TON,0.0171270862440204,0.0232895754931732,0.315980155563599,0.0497256985825857,0.00788973337296198,0.0171270862440204,0.0171270862440204,0.0171270862440204,0.0171270862440204,0.0232895754931732
y2145,TTO,0.436213113935393,0.493169270206995,1.36081180717997,0.288123040971921,0.287745853742712,0.436213113935393,0.436213113935393,0.436213113935393,0.436213113935393,0.493169270206995
y2145,TUN,8.81033209281585,9.73359009006576,18.4889595041891,6.19995570302028,7.99816493118123,8.81033209281585,8.81033209281585,8.81033209281585,8.81033209281585,9.73359009006576
y2145,TUR,68.6147400571395,77.706015462814,123.221615536965,49.0068867314356,69.3845084651578,68.6147400571395,68.6147400571395,68.6147400571395,68.6147400571395,77.706015462814
y2145,TUV,0.0135437226527664,0.0135437226527664,0.0135437226527664,0.0135437226527664,0.0135437226527664,0.0135437226527664,0.0135437226527664,0.0135437226527664,0.0135437226527664,0.0135437226527664
y2145,TWN,9.2466092485847,10.2041782537432,14.1036318412785,6.57583221761715,9.6689662771084,9.2466092485847,9.2466092485847,9.2466092485847,9.2466092485847,10.2041782537432
y2145,TZA,80.568058271239,173.676218253154,333.368623805109,306.680715722485,78.7854019344418,80.568058271239,80.568058271239,80.568058271239,80.568058271239,173.676218253154
y2145,UGA,68.0946108336305,164.081394674684,327.497343740799,287.223073541537,62.6288987284542,68.0946108336305,68.0946108336305,68.0946108336305,68.0946108336305,164.081394674684
y2145,UKR,26.5797937882648,30.7150761021762,32.8477693752476,21.887686307392,30.7381542110607,26.5797937882648,26.5797937882648,26.5797937882648,26.5797937882648,30.7150761021762
y2145,UMI,3e-04,3e-04,3e-04,3e-04,3e-04,3e-04,3e-04,3e-04,3e-04,3e-04
y2145,URY,1.55160900622986,1.85230265083694,4.73652521458008,1.09779689277391,0.972504109424398,1.55160900622986,1.55160900622986,1.55160900622986,1.55160900622986,1.85230265083694
y2145,USA,382.038493401241,522.29670426094,561.333571423359,370.346731861262,488.619754614789,382.038493401241,382.038493401241,382.038493401241,382.038493401241,522.29670426094
y2145,UZB,32.5618213147232,35.891286429638,55.4438641074836,20.7983204662016,30.2344124048307,32.5618213147232,32.5618213147232,32.5618213147232,32.5618213147232,35.891286429638
y2145,VAT,0.0004794,0.0004794,0.0004794,0.0004794,0.0004794,0.0004794,0.0004794,0.0004794,0.0004794,0.0004794
y2145,VCT,0.00757625120023508,0.0103190891370217,0.153671715638373,0.00206095722065358,0.00563691202622355,0.00757625120023508,0.00757625120023508,0.00757625120023508,0.00757625120023508,0.0103190891370217
y2145,VEN,29.6377495122092,32.3377318658167,48.2529712770859,19.8413789900109,29.0140105746356,29.6377495122092,29.6377495122092,29.6377495122092,29.6377495122092,32.3377318658167
y2145,VGB,0.0303446613597494,0.0303446613597494,0.0303446613597494,0.0303446613597494,0.0303446613597494,0.0303446613597494,0.0303446613597494,0.0303446613597494,0.0303446613597494,0.0303446613597494
y2145,VIR,0.0881550545999032,0.104180421015218,0.129228381803288,0.0931241636033037,0.110129188336681,0.0881550545999032,0.0881550545999032,0.0881550545999032,0.0881550545999032,0.104180421015218
y2145,VNM,59.5810258933044,64.5596507684202,120.448004953217,41.0991218749085,51.379556726113,59.5810258933044,59.5810258933044,59.5810258933044,59.5810258933044,64.5596507684202
y2145,VUT,0.294433521083629,0.465640638982208,0.911650483363766,0.755350959874435,0.259883236325125,0.294433521083629,0.294433521083629,0.294433521083629,0.294433521083629,0.465640638982208
y2145,WLF,0.00894427036660853,0.00894427036660853,0.00894427036660853,0.00894427036660853,0.00894427036660853,0.00894427036660853,0.00894427036660853,0.00894427036660853,0.00894427036660853,0.00894427036660853
y2145,WSM,0.0314942093710831,0.0478088439572015,0.691778303750668,0.118843204946881,0.0213219202947525,0.0314942093710831,0.0314942093710831,0.0314942093710831,0.0314942093710831,0.0478088439572015
y2145,YEM,29.5108513591955,72.3881992044486,118.791757583302,125.239586940303,27.5132788484753,29.5108513591955,29.5108513591955,29.5108513591955,29.5108513591955,72.3881992044486
y2145,ZAF,54.3194009747174,63.2447478347006,90.0239434628426,37.3252861921856,61.6352583016632,54.3194009747174,54.3194009747174,54.3194009747174,54.3194009747174,63.2447478347006
y2145,ZMB,26.909693443578,54.8197710632883,109.836384087474,95.3775316819667,25.8675670467611,26.909693443578,26.909693443578,26.909693443578,26.909693443578,54.8197710632883
y2145,ZWE,11.6896703991752,18.9006368374231,38.9695913597383,29.1081872658071,9.5359056420688,11.6896703991752,11.6896703991752,11.6896703991752,11.6896703991752,18.9006368374231
y2150,ABW,0.0905978234422341,0.10923907428839,0.107871588699707,0.092965199987209,0.105682728227146,0.0905978234422341,0.0905978234422341,0.0905978234422341,0.0905978234422341,0.10923907428839
y2150,AFG,50.6222888972939,106.203778547513,246.729245102735,182.166445829197,36.570010154679,50.6222888972939,50.6222888972939,50.6222888972939,50.6222888972939,106.203778547513
y2150,AGO,33.5888283066298,80.5626546611471,134.949983026936,130.768631984037,32.9536982859916,33.5888283066298,33.5888283066298,33.5888283066298,33.5888283066298,80.5626546611471
y2150,AIA,0.00722622687168385,0.00722622687168385,0.00722622687168385,0.00722622687168385,0.00722622687168385,0.00722622687168385,0.00722622687168385,0.00722622687168385,0.00722622687168385,0.00722622687168385
y2150,ALA,0.027871,0.027871,0.027871,0.027871,0.027871,0.027871,0.027871,0.027871,0.027871,0.027871
y2150,ALB,0.260997516646932,0.383914990818592,2.65539917463614,0.114013303818662,0.0901788512680863,0.260997516646932,0.260997516646932,0.260997516646932,0.260997516646932,0.383914990818592
y2150,AND,0.0535769128096838,0.0535769128096838,0.0535769128096838,0.0535769128096838,0.0535769128096838,0.0535769128096838,0.0535769128096838,0.0535769128096838,0.0535769128096838,0.0535769128096838
y2150,ARE,14.287108339971,16.4192438154094,6.27734218774621,14.9872242070159,21.2798855529664,14.287108339971,14.287108339971,14.287108339971,14.287108339971,16.4192438154094
y2150,ARG,46.6031630685972,52.8557030273225,83.1256416572396,33.8650355899724,47.3865865178714,46.6031630685972,46.6031630685972,46.6031630685972,46.6031630685972,52.8557030273225
y2150,ARM,1.03445640042875,1.39231798587553,3.11560732843946,0.944933512688369,1.03046364478735,1.03445640042875,1.03445640042875,1.03445640042875,1.03445640042875,1.39231798587553
y2150,ASM,0.0126812139855135,0.0126812139855135,0.0126812139855135,0.0126812139855135,0.0126812139855135,0.0126812139855135,0.0126812139855135,0.0126812139855135,0.0126812139855135,0.0126812139855135
y2150,ATA,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
y2150,ATF,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015
y2150,ATG,0.0560057173817712,0.0734716820930656,0.160916068877367,0.0485002679153056,0.0537340688160312,0.0560057173817712,0.0560057173817712,0.0560057173817712,0.0560057173817712,0.0734716820930656
y2150,AUS,35.5084683073003,49.3536216141404,38.4658349148903,38.437536432436,46.9472774868424,35.5084683073003,35.5084683073003,35.5084683073003,35.5084683073003,49.3536216141404
y2150,AUT,8.31611951765048,11.2615801186309,8.50347367481032,9.11541055413172,10.9883335695859,8.31611951765048,8.31611951765048,8.31611951765048,8.31611951765048,9.29933862938234
y2150,AZE,6.50708529357647,7.46697202807636,12.0337743426979,4.03851662016193,5.78065897326351,6.50708529357647,6.50708529357647,6.50708529357647,6.50708529357647,7.46697202807636
y2150,BDI,7.03741142037434,15.9245860157597,34.3598003630549,25.6713696593751,4.47242628507026,7.03741142037434,7.03741142037434,7.03741142037434,7.03741142037434,15.9245860157597
y2150,BEL,11.1168897692926,15.3379414938525,16.6030152150534,11.2127892183647,14.22653461548,11.1168897692926,11.1168897692926,11.1168897692926,11.1168897692926,11.9066886972885
y2150,BEN,12.9955768413864,26.2571277066373,44.1393831109383,40.9706177126457,12.4343480425872,12.9955768413864,12.9955768413864,12.9955768413864,12.9955768413864,26.2571277066373
y2150,BES,0.0286427422296419,0.0286427422296419,0.0286427422296419,0.0286427422296419,0.0286427422296419,0.0286427422296419,0.0286427422296419,0.0286427422296419,0.0286427422296419,0.0286427422296419
y2150,BFA,22.8379979459168,55.1526194022036,119.424733699156,103.154926824412,18.134171581018,22.8379979459168,22.8379979459168,22.8379979459168,22.8379979459168,55.1526194022036
y2150,BGD,108.641389750005,130.910716129742,278.828567411533,68.033735281883,81.8618781521579,108.641389750005,108.641389750005,108.641389750005,108.641389750005,130.910716129742
y2150,BGR,1.93061640596783,2.28624315271894,6.00433842470675,1.30632659659505,1.0090948017257,1.93061640596783,1.93061640596783,1.93061640596783,1.93061640596783,4.73428235249623
y2150,BHR,2.01705952611064,2.33658168784407,1.98474137751749,1.98189155140391,2.56008298361696,2.01705952611064,2.01705952611064,2.01705952611064,2.01705952611064,2.33658168784407
y2150,BHS,0.477840134090212,0.550011649351062,0.471183661468592,0.411958017903543,0.600878070163045,0.477840134090212,0.477840134090212,0.477840134090212,0.477840134090212,0.550011649351062
y2150,BIH,0.107525210554623,0.237227115890124,2.55341674859157,0.0620696653073744,0.0331875964017022,0.107525210554623,0.107525210554623,0.107525210554623,0.107525210554623,0.237227115890124
y2150,BLM,0.00340696327725115,0.00340696327725115,0.00340696327725115,0.00340696327725115,0.00340696327725115,0.00340696327725115,0.00340696327725115,0.00340696327725115,0.00340696327725115,0.00340696327725115
y2150,BLR,6.60763267051183,7.80688396083214,8.46501186327059,5.6874107737401,7.57532259814126,6.60763267051183,6.60763267051183,6.60763267051183,6.60763267051183,7.80688396083214
y2150,BLZ,0.364081177228165,0.529617141825179,1.04667503400749,0.827373257426835,0.312482315707994,0.364081177228165,0.364081177228165,0.364081177228165,0.364081177228165,0.529617141825179
y2150,BMU,0.0289102780137659,0.0289102780137659,0.0289102780137659,0.0289102780137659,0.0289102780137659,0.0289102780137659,0.0289102780137659,0.0289102780137659,0.0289102780137659,0.0289102780137659
y2150,BOL,8.28223249659065,14.0027713363163,29.4477988542062,22.4210987703282,6.62775785443078,8.28223249659065,8.28223249659065,8.28223249659065,8.28223249659065,14.0027713363163
y2150,BRA,134.650654066357,150.293243847008,255.182559141396,84.191424155069,135.03928163162,134.650654066357,134.650654066357,134.650654066357,134.650654066357,150.293243847008
y2150,BRB,0.135770852956306,0.16080903574319,0.274863979151741,0.123316245953575,0.132339387044909,0.135770852956306,0.135770852956306,0.135770852956306,0.135770852956306,0.16080903574319
y2150,BRN,0.468682399371226,0.560629285462516,0.719917694062519,0.473570672230425,0.501867343706554,0.468682399371226,0.468682399371226,0.468682399371226,0.468682399371226,0.560629285462516
y2150,BTN,0.588129386841324,0.776068914792527,1.43960127591246,0.542285712484703,0.559668820819299,0.588129386841324,0.588129386841324,0.588129386841324,0.588129386841324,0.776068914792527
y2150,BVT,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
y2150,BWA,2.26594004853189,2.66191204435838,4.0582650060795,1.49764295287985,2.46805533122773,2.26594004853189,2.26594004853189,2.26594004853189,2.26594004853189,2.66191204435838
y2150,CAF,2.41142261877651,6.26318735380481,14.3611634604851,10.2365634106531,1.45053132244303,2.41142261877651,2.41142261877651,2.41142261877651,2.41142261877651,6.26318735380481
y2150,CAN,45.3822379408555,64.6641984199767,50.2845173104812,49.1642688614935,62.7458174052237,45.3822379408555,45.3822379408555,45.3822379408555,45.3822379408555,64.6641984199767
y2150,CCK,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04
y2150,CHE,8.60312245683731,13.8704311744859,11.1130400993948,11.2509209718344,11.4522496825498,8.60312245683731,8.60312245683731,8.60312245683731,8.60312245683731,13.8704311744859
y2150,CHL,14.0283012622884,15.1027875355015,23.5769262638984,9.38279354348381,13.8797947911357,14.0283012622884,14.0283012622884,14.0283012622884,14.0283012622884,15.1027875355015
y2150,CHN,571.67481975374,604.305445556335,1036.0668019774,348.934696066277,555.119154150776,571.67481975374,571.67481975374,571.67481975374,571.67481975374,604.305445556335
y2150,CIV,27.2733199580833,49.6024101946545,80.3785860978163,78.1215879584953,29.7792241820155,27.2733199580833,27.2733199580833,27.2733199580833,27.2733199580833,49.6024101946545
y2150,CMR,24.0739738190357,43.1121368348901,74.1050930887415,65.8537801599495,22.9836128513465,24.0739738190357,24.0739738190357,24.0739738190357,24.0739738190357,43.1121368348901
y2150,COD,119.247381444495,229.967036203784,395.411287481504,353.232585783432,116.20738625076,119.247381444495,119.247381444495,119.247381444495,119.247381444495,229.967036203784
y2150,COG,5.75828354933732,10.5593124606422,20.0675111907005,17.4716306047458,5.66633725715753,5.75828354933732,5.75828354933732,5.75828354933732,5.75828354933732,10.5593124606422
y2150,COK,0.0150335833417197,0.0150335833417197,0.0150335833417197,0.0150335833417197,0.0150335833417197,0.0150335833417197,0.0150335833417197,0.0150335833417197,0.0150335833417197,0.0150335833417197
y2150,COL,32.4508966369522,37.9236944124243,74.3799610342315,23.3952077078897,27.3811250716411,32.4508966369522,32.4508966369522,32.4508966369522,32.4508966369522,37.9236944124243
y2150,COM,0.666980017822577,1.16239226318386,2.48087888501367,1.85807591035202,0.540504897675494,0.666980017822577,0.666980017822577,0.666980017822577,0.666980017822577,1.16239226318386
y2150,CPV,0.229659624399261,0.375569007428305,1.30638837085169,0.204294398689348,0.129098802016349,0.229659624399261,0.229659624399261,0.229659624399261,0.229659624399261,0.375569007428305
y2150,CRI,4.25144169682299,4.87666198446954,6.33569268804784,3.41693588512154,5.00691030467838,4.25144169682299,4.25144169682299,4.25144169682299,4.25144169682299,4.87666198446954
y2150,CUB,2.51450118173894,2.78357810383404,8.43307787868263,1.24651922061822,0.818730432657043,2.51450118173894,2.51450118173894,2.51450118173894,2.51450118173894,2.78357810383404
y2150,CUW,0.111183547500438,0.149042003490452,0.225750507530172,0.128873345506006,0.148718067875034,0.111183547500438,0.111183547500438,0.111183547500438,0.111183547500438,0.149042003490452
y2150,CXR,0.001843,0.001843,0.001843,0.001843,0.001843,0.001843,0.001843,0.001843,0.001843,0.001843
y2150,CYM,0.0824098155431432,0.0824098155431432,0.0824098155431432,0.0824098155431432,0.0824098155431432,0.0824098155431432,0.0824098155431432,0.0824098155431432,0.0824098155431432,0.0824098155431432
y2150,CYP,1.30359535568435,1.53183840931884,1.38931823689282,1.1900129435279,1.62631648219814,1.30359535568435,1.30359535568435,1.30359535568435,1.30359535568435,1.13063030923661
y2150,CZE,6.47524691054503,8.97135084736638,10.7547850028819,6.33096226797837,7.50071447814093,6.47524691054503,6.47524691054503,6.47524691054503,6.47524691054503,10.4446873951037
y2150,DEU,68.5726757345296,90.9478256378723,78.1818967185019,71.1121004471808,91.6204730828004,68.5726757345296,68.5726757345296,68.5726757345296,68.5726757345296,85.194139
y2150,DJI,1.12114427598261,1.79266276677462,2.05972882066447,2.63334154906404,1.46037110190111,1.12114427598261,1.12114427598261,1.12114427598261,1.12114427598261,1.79266276677462
y2150,DMA,0.0405799623024399,0.0405799623024399,0.0405799623024399,0.0405799623024399,0.0405799623024399,0.0405799623024399,0.0405799623024399,0.0405799623024399,0.0405799623024399,0.0405799623024399
y2150,DNK,5.7869550250586,8.15479123758699,10.3117412520636,5.46471339119628,7.07872193814373,5.7869550250586,5.7869550250586,5.7869550250586,5.7869550250586,6.32228690803406
y2150,DOM,8.9470392566267,10.1448034800512,22.7001078857548,5.92882590550123,6.3882918823846,8.9470392566267,8.9470392566267,8.9470392566267,8.9470392566267,10.1448034800512
y2150,DZA,41.573670451649,45.402937613349,86.4109044789391,27.7212778953371,35.4785198130512,41.573670451649,41.573670451649,41.573670451649,41.573670451649,45.402937613349
y2150,ECU,18.3386655640158,20.9665254354787,35.2965606848206,12.6199166021459,17.1157712647987,18.3386655640158,18.3386655640158,18.3386655640158,18.3386655640158,20.9665254354787
y2150,EGY,140.271641761127,155.071951313867,253.912427937831,77.7069874379326,129.589677747597,140.271641761127,140.271641761127,140.271641761127,140.271641761127,155.071951313867
y2150,ERI,2.60633458255728,5.40750873302356,12.1981793106414,9.7502822111007,1.91772613764741,2.60633458255728,2.60633458255728,2.60633458255728,2.60633458255728,5.40750873302356
y2150,ESH,0.993391514505796,1.2691887154628,0.894290829705441,0.990735497201453,1.50701465218015,0.993391514505796,0.993391514505796,0.993391514505796,0.993391514505796,1.2691887154628
y2150,ESP,38.5841820356032,52.9627180226926,45.3180794306741,40.1489119988416,52.5984282642757,38.5841820356032,38.5841820356032,38.5841820356032,38.5841820356032,45.1461652562299
y2150,EST,0.919464825685049,1.29980990522262,1.52824649023678,1.02122404756459,1.05699750770303,0.919464825685049,0.919464825685049,0.919464825685049,0.919464825685049,1.13770163442852
y2150,ETH,53.7273789441125,170.417661199112,400.124026244533,397.615001896965,55.8462134370553,53.7273789441125,53.7273789441125,53.7273789441125,53.7273789441125,170.417661199112
y2150,FIN,4.47295823611169,6.34257507715255,9.78638684322205,4.12675350027384,4.8182800810799,4.47295823611169,4.47295823611169,4.47295823611169,4.47295823611169,4.51999256588622
y2150,FJI,0.334513776833959,0.406431184124153,1.70622822968313,0.182309786349552,0.117480768668109,0.334513776833959,0.334513776833959,0.334513776833959,0.334513776833959,0.406431184124153
y2150,FLK,0.00231056698354402,0.00231056698354402,0.00231056698354402,0.00231056698354402,0.00231056698354402,0.00231056698354402,0.00231056698354402,0.00231056698354402,0.00231056698354402,0.00231056698354402
y2150,FRA,69.0822250563837,94.44760993085,113.796734702916,66.9955661787857,81.065050088708,69.0822250563837,69.0822250563837,69.0822250563837,69.0822250563837,69.9979580583083
y2150,FRO,0.0702956368916239,0.0702956368916239,0.0702956368916239,0.0702956368916239,0.0702956368916239,0.0702956368916239,0.0702956368916239,0.0702956368916239,0.0702956368916239,0.0703008632358844
y2150,FSM,0.0132341848546435,0.0396686463720544,0.301858784621843,0.0826483796781455,0.00875552614140514,0.0132341848546435,0.0132341848546435,0.0132341848546435,0.0132341848546435,0.0396686463720544
y2150,GAB,2.36216948422635,3.63731357983266,5.78672668627763,5.49007396713777,2.61449893729788,2.36216948422635,2.36216948422635,2.36216948422635,2.36216948422635,3.63731357983266
y2150,GBR,65.2038423332316,91.7658787483153,107.875226295656,65.3825783164705,75.6056064944773,65.2038423332316,65.2038423332316,65.2038423332316,65.2038423332316,91.7658787483153
y2150,GEO,0.885796843600347,1.23627952918618,4.21578041811156,0.835962697358584,0.988712333144749,0.885796843600347,0.885796843600347,0.885796843600347,0.885796843600347,1.23627952918618
y2150,GGY,0.0489955851526235,0.0489955851526235,0.0489955851526235,0.0489955851526235,0.0489955851526235,0.0489955851526235,0.0489955851526235,0.0489955851526235,0.0489955851526235,0.0499154061349144
y2150,GHA,34.5882801416781,63.8750366482146,118.100655436734,102.973022404154,32.6214882832685,34.5882801416781,34.5882801416781,34.5882801416781,34.5882801416781,63.8750366482146
y2150,GIB,0.0194801626682202,0.0194801626682202,0.0194801626682202,0.0194801626682202,0.0194801626682202,0.0194801626682202,0.0194801626682202,0.0194801626682202,0.0194801626682202,0.0194552498453255
y2150,GIN,10.0159826966461,22.2961393358975,46.3362603023132,36.2310891807837,8.08972489836628,10.0159826966461,10.0159826966461,10.0159826966461,10.0159826966461,22.2961393358975
y2150,GLP,0.256044356175331,0.306218210473494,0.673793516418825,0.214984449283826,0.201304382330237,0.256044356175331,0.256044356175331,0.256044356175331,0.256044356175331,0.306218210473494
y2150,GMB,2.57491859752315,4.84468619133765,8.11096211521758,7.29865261364976,2.38267756672666,2.57491859752315,2.57491859752315,2.57491859752315,2.57491859752315,4.84468619133765
y2150,GNB,0.933034929247207,2.40246268220371,6.03286582673215,4.21317129505574,0.472073809976673,0.933034929247207,0.933034929247207,0.933034929247207,0.933034929247207,2.40246268220371
y2150,GNQ,1.80331609608966,3.27021325966541,4.90729761174965,4.99980764282397,2.14690380572402,1.80331609608966,1.80331609608966,1.80331609608966,1.80331609608966,3.27021325966541
y2150,GRC,7.92549352284772,10.4371050499434,9.8133475154811,8.17942651082916,9.97326737008442,7.92549352284772,7.92549352284772,7.92549352284772,7.92549352284772,8.030228287279
y2150,GRD,0.0145794150966047,0.0183541808852265,0.226582450516155,0.0105839019819176,0.011020466187523,0.0145794150966047,0.0145794150966047,0.0145794150966047,0.0145794150966047,0.0183541808852265
y2150,GRL,0.032961878531941,0.032961878531941,0.032961878531941,0.032961878531941,0.032961878531941,0.032961878531941,0.032961878531941,0.032961878531941,0.032961878531941,0.032961878531941
y2150,GTM,11.0742783963591,21.5053076775412,52.9037979066195,38.5199499983406,7.16062533620266,11.0742783963591,11.0742783963591,11.0742783963591,11.0742783963591,21.5053076775412
y2150,GUF,0.474400049855414,0.648949812182014,0.738636876648633,0.94379167945608,0.604722688234047,0.474400049855414,0.474400049855414,0.474400049855414,0.474400049855414,0.648949812182014
