* description: Population SSPs data: use past data from 'Population WDI data completed with Population UN_PopDiv data completed with Population MI data', then the growth rates from the Wolrld Bank's PEAP until 2026, and then the growth rates from 'Population SSPs data completed with Population UN_PopDiv data completed with Population MI data'. || Population SDPs data: use past data from 'Population WDI data completed with Population UN_PopDiv data completed with Population MI data', then the growth rates from the Wolrld Bank's PEAP until 2026, and then the growth rates from 'Population SDPs data completed with Population UN_PopDiv data completed with Population MI data'. || Population SSP2EU data: use past data from 'Population Eurostat data completed with Population WDI data completed with Population UN_PopDiv data completed with Population MI data', then the growth rates from the Wolrld Bank's PEAP until 2026, and then the growth rates from 'Population SSP2EU data completed with Population UN_PopDiv data completed with Population MI data'. For European countries, just glue past with future.
* unit: million || million || million
* origin: calcOutput(type = "Population", aggregate = FALSE, file = "population.csv") (madrat 3.3.3 | mrdrivers 1.2.0)
* creation date: Mon Jun 12 15:18:09 2023
dummy,dummy,pop_SSP1,pop_SSP2,pop_SSP3,pop_SSP4,pop_SSP5,pop_SDP,pop_SDP_EI,pop_SDP_MC,pop_SDP_RC,pop_SSP2EU
y1972,HMD,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
y1972,HND,2.956021,2.956021,2.956021,2.956021,2.956021,2.956021,2.956021,2.956021,2.956021,2.956021
y1972,HRV,4.450564,4.450564,4.450564,4.450564,4.450564,4.450564,4.450564,4.450564,4.450564,4.450564
y1972,HTI,4.853117,4.853117,4.853117,4.853117,4.853117,4.853117,4.853117,4.853117,4.853117,4.853117
y1972,HUN,10.398489,10.398489,10.398489,10.398489,10.398489,10.398489,10.398489,10.398489,10.398489,10.398489
y1972,IDN,121.504145,121.504145,121.504145,121.504145,121.504145,121.504145,121.504145,121.504145,121.504145,121.504145
y1972,IMN,0.057419,0.057419,0.057419,0.057419,0.057419,0.057419,0.057419,0.057419,0.057419,0.057419
y1972,IND,582.837973,582.837973,582.837973,582.837973,582.837973,582.837973,582.837973,582.837973,582.837973,582.837973
y1972,IOT,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
y1972,IRL,3.03685,3.03685,3.03685,3.03685,3.03685,3.03685,3.03685,3.03685,3.03685,3.03685
y1972,IRN,30.111574,30.111574,30.111574,30.111574,30.111574,30.111574,30.111574,30.111574,30.111574,30.111574
y1972,IRQ,10.507315,10.507315,10.507315,10.507315,10.507315,10.507315,10.507315,10.507315,10.507315,10.507315
y1972,ISL,0.209137,0.209137,0.209137,0.209137,0.209137,0.209137,0.209137,0.209137,0.209137,0.209137
y1972,ISR,3.148,3.148,3.148,3.148,3.148,3.148,3.148,3.148,3.148,3.148
y1972,ITA,54.381345,54.381345,54.381345,54.381345,54.381345,54.381345,54.381345,54.381345,54.381345,54.381345
y1972,JAM,1.915299,1.915299,1.915299,1.915299,1.915299,1.915299,1.915299,1.915299,1.915299,1.915299
y1972,JEY,0.123348,0.123348,0.123348,0.123348,0.123348,0.123348,0.123348,0.123348,0.123348,0.123348
y1972,JOR,1.704787,1.704787,1.704787,1.704787,1.704787,1.704787,1.704787,1.704787,1.704787,1.704787
y1972,JPN,107.188,107.188,107.188,107.188,107.188,107.188,107.188,107.188,107.188,107.188
y1972,KAZ,12.611997,12.611997,12.611997,12.611997,12.611997,12.611997,12.611997,12.611997,12.611997,12.611997
y1972,KEN,12.322903,12.322903,12.322903,12.322903,12.322903,12.322903,12.322903,12.322903,12.322903,12.322903
y1972,KGZ,3.0882,3.0882,3.0882,3.0882,3.0882,3.0882,3.0882,3.0882,3.0882,3.0882
y1972,KHM,6.766289,6.766289,6.766289,6.766289,6.766289,6.766289,6.766289,6.766289,6.766289,6.766289
y1972,KIR,0.059606,0.059606,0.059606,0.059606,0.059606,0.059606,0.059606,0.059606,0.059606,0.059606
y1972,KNA,0.044416,0.044416,0.044416,0.044416,0.044416,0.044416,0.044416,0.044416,0.044416,0.044416
y1972,KOR,33.505406,33.505406,33.505406,33.505406,33.505406,33.505406,33.505406,33.505406,33.505406,33.505406
y1972,KWT,0.913785,0.913785,0.913785,0.913785,0.913785,0.913785,0.913785,0.913785,0.913785,0.913785
y1972,LAO,2.80829,2.80829,2.80829,2.80829,2.80829,2.80829,2.80829,2.80829,2.80829,2.80829
y1972,LBN,2.505965,2.505965,2.505965,2.505965,2.505965,2.505965,2.505965,2.505965,2.505965,2.505965
y1972,LBR,1.540995,1.540995,1.540995,1.540995,1.540995,1.540995,1.540995,1.540995,1.540995,1.540995
y1972,LBY,2.012796,2.012796,2.012796,2.012796,2.012796,2.012796,2.012796,2.012796,2.012796,2.012796
y1972,LCA,0.106457,0.106457,0.106457,0.106457,0.106457,0.106457,0.106457,0.106457,0.106457,0.106457
y1972,LIE,0.021873,0.021873,0.021873,0.021873,0.021873,0.021873,0.021873,0.021873,0.021873,0.021873
y1972,LKA,13.002234,13.002234,13.002234,13.002234,13.002234,13.002234,13.002234,13.002234,13.002234,13.002234
y1972,LSO,1.097242,1.097242,1.097242,1.097242,1.097242,1.097242,1.097242,1.097242,1.097242,1.097242
y1972,LTU,3.213622,3.213622,3.213622,3.213622,3.213622,3.213622,3.213622,3.213622,3.213622,3.213622
y1972,LUX,0.3466,0.3466,0.3466,0.3466,0.3466,0.3466,0.3466,0.3466,0.3466,0.3466
y1972,LVA,2.395674,2.395674,2.395674,2.395674,2.395674,2.395674,2.395674,2.395674,2.395674,2.395674
y1972,MAC,0.248669,0.248669,0.248669,0.248669,0.248669,0.248669,0.248669,0.248669,0.248669,0.248669
y1972,MAF,0.006114,0.006114,0.006114,0.006114,0.006114,0.006114,0.006114,0.006114,0.006114,0.006114
y1972,MAR,16.081438,16.081438,16.081438,16.081438,16.081438,16.081438,16.081438,16.081438,16.081438,16.081438
y1972,MCO,0.024889,0.024889,0.024889,0.024889,0.024889,0.024889,0.024889,0.024889,0.024889,0.024889
y1972,MDA,2.50955,2.50955,2.50955,2.50955,2.50955,2.50955,2.50955,2.50955,2.50955,2.50955
y1972,MDG,7.05109,7.05109,7.05109,7.05109,7.05109,7.05109,7.05109,7.05109,7.05109,7.05109
y1972,MDV,0.13099,0.13099,0.13099,0.13099,0.13099,0.13099,0.13099,0.13099,0.13099,0.13099
y1972,MEX,53.543436,53.543436,53.543436,53.543436,53.543436,53.543436,53.543436,53.543436,53.543436,53.543436
y1972,MHL,0.025084,0.025084,0.025084,0.025084,0.025084,0.025084,0.025084,0.025084,0.025084,0.025084
y1972,MKD,1.701498,1.701498,1.701498,1.701498,1.701498,1.701498,1.701498,1.701498,1.701498,1.701498
y1972,MLI,6.347158,6.347158,6.347158,6.347158,6.347158,6.347158,6.347158,6.347158,6.347158,6.347158
y1972,MLT,0.30245,0.30245,0.30245,0.30245,0.30245,0.30245,0.30245,0.30245,0.30245,0.30245
y1972,MMR,28.551949,28.551949,28.551949,28.551949,28.551949,28.551949,28.551949,28.551949,28.551949,28.551949
y1972,MNE,0.521785,0.521785,0.521785,0.521785,0.521785,0.521785,0.521785,0.521785,0.521785,0.521785
y1972,MNG,1.363835,1.363835,1.363835,1.363835,1.363835,1.363835,1.363835,1.363835,1.363835,1.363835
y1972,MNP,0.01273,0.01273,0.01273,0.01273,0.01273,0.01273,0.01273,0.01273,0.01273,0.01273
y1972,MOZ,8.860585,8.860585,8.860585,8.860585,8.860585,8.860585,8.860585,8.860585,8.860585,8.860585
y1972,MRT,1.191376,1.191376,1.191376,1.191376,1.191376,1.191376,1.191376,1.191376,1.191376,1.191376
y1972,MSR,0.0114435,0.0114435,0.0114435,0.0114435,0.0114435,0.0114435,0.0114435,0.0114435,0.0114435,0.0114435
y1972,MTQ,0.327389,0.327389,0.327389,0.327389,0.327389,0.327389,0.327389,0.327389,0.327389,0.327389
y1972,MUS,0.852053,0.852053,0.852053,0.852053,0.852053,0.852053,0.852053,0.852053,0.852053,0.852053
y1972,MWI,4.865978,4.865978,4.865978,4.865978,4.865978,4.865978,4.865978,4.865978,4.865978,4.865978
y1972,MYS,10.801619,10.801619,10.801619,10.801619,10.801619,10.801619,10.801619,10.801619,10.801619,10.801619
y1972,MYT,0.037806,0.037806,0.037806,0.037806,0.037806,0.037806,0.037806,0.037806,0.037806,0.037806
y1972,NAM,0.80061,0.80061,0.80061,0.80061,0.80061,0.80061,0.80061,0.80061,0.80061,0.80061
y1972,NCL,0.1255,0.1255,0.1255,0.1255,0.1255,0.1255,0.1255,0.1255,0.1255,0.1255
y1972,NER,4.926318,4.926318,4.926318,4.926318,4.926318,4.926318,4.926318,4.926318,4.926318,4.926318
y1972,NFK,0.0013114,0.0013114,0.0013114,0.0013114,0.0013114,0.0013114,0.0013114,0.0013114,0.0013114,0.0013114
y1972,NGA,58.173834,58.173834,58.173834,58.173834,58.173834,58.173834,58.173834,58.173834,58.173834,58.173834
y1972,NIC,2.603182,2.603182,2.603182,2.603182,2.603182,2.603182,2.603182,2.603182,2.603182,2.603182
y1972,NIU,0.0049215,0.0049215,0.0049215,0.0049215,0.0049215,0.0049215,0.0049215,0.0049215,0.0049215,0.0049215
y1972,NLD,13.328593,13.328593,13.328593,13.328593,13.328593,13.328593,13.328593,13.328593,13.328593,13.328593
y1972,NOR,3.933004,3.933004,3.933004,3.933004,3.933004,3.933004,3.933004,3.933004,3.933004,3.933004
y1972,NPL,13.05222,13.05222,13.05222,13.05222,13.05222,13.05222,13.05222,13.05222,13.05222,13.05222
y1972,NRU,0.006883,0.006883,0.006883,0.006883,0.006883,0.006883,0.006883,0.006883,0.006883,0.006883
y1972,NZL,2.9039,2.9039,2.9039,2.9039,2.9039,2.9039,2.9039,2.9039,2.9039,2.9039
y1972,OMN,0.708045,0.708045,0.708045,0.708045,0.708045,0.708045,0.708045,0.708045,0.708045,0.708045
y1972,PAK,62.509565,62.509565,62.509565,62.509565,62.509565,62.509565,62.509565,62.509565,62.509565,62.509565
y1972,PAN,1.602646,1.602646,1.602646,1.602646,1.602646,1.602646,1.602646,1.602646,1.602646,1.602646
y1972,PCN,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05
y1972,PER,14.292437,14.292437,14.292437,14.292437,14.292437,14.292437,14.292437,14.292437,14.292437,14.292437
y1972,PHL,39.412479,39.412479,39.412479,39.412479,39.412479,39.412479,39.412479,39.412479,39.412479,39.412479
y1972,PLW,0.012172,0.012172,0.012172,0.012172,0.012172,0.012172,0.012172,0.012172,0.012172,0.012172
y1972,PNG,2.6107,2.6107,2.6107,2.6107,2.6107,2.6107,2.6107,2.6107,2.6107,2.6107
y1972,POL,33.05565,33.05565,33.05565,33.05565,33.05565,33.05565,33.05565,33.05565,33.05565,33.05565
y1972,PRI,2.817256,2.817256,2.817256,2.817256,2.817256,2.817256,2.817256,2.817256,2.817256,2.817256
y1972,PRK,15.768363,15.768363,15.768363,15.768363,15.768363,15.768363,15.768363,15.768363,15.768363,15.768363
y1972,PRT,8.63043,8.63043,8.63043,8.63043,8.63043,8.63043,8.63043,8.63043,8.63043,8.63043
y1972,PRY,2.521508,2.521508,2.521508,2.521508,2.521508,2.521508,2.521508,2.521508,2.521508,2.521508
y1972,PSE,1.978248,1.978248,1.978248,1.978248,1.978248,1.978248,1.978248,1.978248,1.978248,1.978248
y1972,PYF,0.126457,0.126457,0.126457,0.126457,0.126457,0.126457,0.126457,0.126457,0.126457,0.126457
y1972,QAT,0.148338,0.148338,0.148338,0.148338,0.148338,0.148338,0.148338,0.148338,0.148338,0.148338
y1972,REU,0.4921225,0.4921225,0.4921225,0.4921225,0.4921225,0.4921225,0.4921225,0.4921225,0.4921225,0.4921225
y1972,ROU,20.657957,20.657957,20.657957,20.657957,20.657957,20.657957,20.657957,20.657957,20.657957,20.657957
y1972,RUS,131.909,131.909,131.909,131.909,131.909,131.909,131.909,131.909,131.909,131.909
y1972,RWA,4.135579,4.135579,4.135579,4.135579,4.135579,4.135579,4.135579,4.135579,4.135579,4.135579
y1972,SAU,6.72426,6.72426,6.72426,6.72426,6.72426,6.72426,6.72426,6.72426,6.72426,6.72426
y1972,SDN,12.05726,12.05726,12.05726,12.05726,12.05726,12.05726,12.05726,12.05726,12.05726,12.05726
y1972,SEN,4.633452,4.633452,4.633452,4.633452,4.633452,4.633452,4.633452,4.633452,4.633452,4.633452
y1972,SGP,2.1524,2.1524,2.1524,2.1524,2.1524,2.1524,2.1524,2.1524,2.1524,2.1524
y1972,SGS,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05
y1972,SHN,0.005926,0.005926,0.005926,0.005926,0.005926,0.005926,0.005926,0.005926,0.005926,0.005926
y1972,SJM,0.0020656,0.0020656,0.0020656,0.0020656,0.0020656,0.0020656,0.0020656,0.0020656,0.0020656,0.0020656
y1972,SLB,0.181876,0.181876,0.181876,0.181876,0.181876,0.181876,0.181876,0.181876,0.181876,0.181876
y1972,SLE,2.886642,2.886642,2.886642,2.886642,2.886642,2.886642,2.886642,2.886642,2.886642,2.886642
y1972,SLV,3.798109,3.798109,3.798109,3.798109,3.798109,3.798109,3.798109,3.798109,3.798109,3.798109
y1972,SMR,0.018575,0.018575,0.018575,0.018575,0.018575,0.018575,0.018575,0.018575,0.018575,0.018575
y1972,SOM,3.91822,3.91822,3.91822,3.91822,3.91822,3.91822,3.91822,3.91822,3.91822,3.91822
y1972,SPM,0.005726,0.005726,0.005726,0.005726,0.005726,0.005726,0.005726,0.005726,0.005726,0.005726
y1972,SRB,8.331,8.331,8.331,8.331,8.331,8.331,8.331,8.331,8.331,8.331
y1972,SSD,3.464715,3.464715,3.464715,3.464715,3.464715,3.464715,3.464715,3.464715,3.464715,3.464715
y1972,STP,0.080835,0.080835,0.080835,0.080835,0.080835,0.080835,0.080835,0.080835,0.080835,0.080835
y1972,SUR,0.397529,0.397529,0.397529,0.397529,0.397529,0.397529,0.397529,0.397529,0.397529,0.397529
y1972,SVK,4.596622,4.596622,4.596622,4.596622,4.596622,4.596622,4.596622,4.596622,4.596622,4.596622
y1972,SVN,1.752233,1.752233,1.752233,1.752233,1.752233,1.752233,1.752233,1.752233,1.752233,1.752233
y1972,SWE,8.1223,8.1223,8.1223,8.1223,8.1223,8.1223,8.1223,8.1223,8.1223,8.1223
y1972,SWZ,0.467512,0.467512,0.467512,0.467512,0.467512,0.467512,0.467512,0.467512,0.467512,0.467512
y1972,SXM,0.007226,0.007226,0.007226,0.007226,0.007226,0.007226,0.007226,0.007226,0.007226,0.007226
y1972,SYC,0.056029,0.056029,0.056029,0.056029,0.056029,0.056029,0.056029,0.056029,0.056029,0.056029
y1972,SYR,6.768544,6.768544,6.768544,6.768544,6.768544,6.768544,6.768544,6.768544,6.768544,6.768544
y1972,TCA,0.005896,0.005896,0.005896,0.005896,0.005896,0.005896,0.005896,0.005896,0.005896,0.005896
y1972,TCD,3.824399,3.824399,3.824399,3.824399,3.824399,3.824399,3.824399,3.824399,3.824399,3.824399
y1972,TGO,2.330704,2.330704,2.330704,2.330704,2.330704,2.330704,2.330704,2.330704,2.330704,2.330704
y1972,THA,37.834384,37.834384,37.834384,37.834384,37.834384,37.834384,37.834384,37.834384,37.834384,37.834384
y1972,TJK,3.180461,3.180461,3.180461,3.180461,3.180461,3.180461,3.180461,3.180461,3.180461,3.180461
y1972,TKL,0.0016275,0.0016275,0.0016275,0.0016275,0.0016275,0.0016275,0.0016275,0.0016275,0.0016275,0.0016275
y1972,TKM,2.328374,2.328374,2.328374,2.328374,2.328374,2.328374,2.328374,2.328374,2.328374,2.328374
y1972,TLS,0.574014,0.574014,0.574014,0.574014,0.574014,0.574014,0.574014,0.574014,0.574014,0.574014
y1972,TON,0.089275,0.089275,0.089275,0.089275,0.089275,0.089275,0.089275,0.089275,0.089275,0.089275
y1972,TTO,1.013031,1.013031,1.013031,1.013031,1.013031,1.013031,1.013031,1.013031,1.013031,1.013031
y1972,TUN,5.320148,5.320148,5.320148,5.320148,5.320148,5.320148,5.320148,5.320148,5.320148,5.320148
y1972,TUR,37.188035,37.188035,37.188035,37.188035,37.188035,37.188035,37.188035,37.188035,37.188035,37.188035
y1972,TUV,0.005891,0.005891,0.005891,0.005891,0.005891,0.005891,0.005891,0.005891,0.005891,0.005891
y1972,TWN,15.6173845,15.6173845,15.6173845,15.6173845,15.6173845,15.6173845,15.6173845,15.6173845,15.6173845,15.6173845
y1972,TZA,14.595699,14.595699,14.595699,14.595699,14.595699,14.595699,14.595699,14.595699,14.595699,14.595699
y1972,UGA,10.885563,10.885563,10.885563,10.885563,10.885563,10.885563,10.885563,10.885563,10.885563,10.885563
y1972,UKR,47.974187,47.974187,47.974187,47.974187,47.974187,47.974187,47.974187,47.974187,47.974187,47.974187
y1972,UMI,0.0001652,0.0001652,0.0001652,0.0001652,0.0001652,0.0001652,0.0001652,0.0001652,0.0001652,0.0001652
y1972,URY,2.821086,2.821086,2.821086,2.821086,2.821086,2.821086,2.821086,2.821086,2.821086,2.821086
y1972,USA,209.896,209.896,209.896,209.896,209.896,209.896,209.896,209.896,209.896,209.896
y1972,UZB,12.733242,12.733242,12.733242,12.733242,12.733242,12.733242,12.733242,12.733242,12.733242,12.733242
y1972,VAT,0.0006804,0.0006804,0.0006804,0.0006804,0.0006804,0.0006804,0.0006804,0.0006804,0.0006804,0.0006804
y1972,VCT,0.100843,0.100843,0.100843,0.100843,0.100843,0.100843,0.100843,0.100843,0.100843,0.100843
y1972,VEN,12.061621,12.061621,12.061621,12.061621,12.061621,12.061621,12.061621,12.061621,12.061621,12.061621
y1972,VGB,0.009907,0.009907,0.009907,0.009907,0.009907,0.009907,0.009907,0.009907,0.009907,0.009907
y1972,VIR,0.076319,0.076319,0.076319,0.076319,0.076319,0.076319,0.076319,0.076319,0.076319,0.076319
y1972,VNM,43.906019,43.906019,43.906019,43.906019,43.906019,43.906019,43.906019,43.906019,43.906019,43.906019
y1972,VUT,0.092687,0.092687,0.092687,0.092687,0.092687,0.092687,0.092687,0.092687,0.092687,0.092687
y1972,WLF,0.009536,0.009536,0.009536,0.009536,0.009536,0.009536,0.009536,0.009536,0.009536,0.009536
y1972,WSM,0.147332,0.147332,0.147332,0.147332,0.147332,0.147332,0.147332,0.147332,0.147332,0.147332
y1972,YEM,7.215835,7.215835,7.215835,7.215835,7.215835,7.215835,7.215835,7.215835,7.215835,7.215835
y1972,ZAF,23.698507,23.698507,23.698507,23.698507,23.698507,23.698507,23.698507,23.698507,23.698507,23.698507
y1972,ZMB,4.523581,4.523581,4.523581,4.523581,4.523581,4.523581,4.523581,4.523581,4.523581,4.523581
y1972,ZWE,5.532842,5.532842,5.532842,5.532842,5.532842,5.532842,5.532842,5.532842,5.532842,5.532842
y1973,ABW,0.059365,0.059365,0.059365,0.059365,0.059365,0.059365,0.059365,0.059365,0.059365,0.059365
y1973,AFG,11.575305,11.575305,11.575305,11.575305,11.575305,11.575305,11.575305,11.575305,11.575305,11.575305
y1973,AGO,6.57823,6.57823,6.57823,6.57823,6.57823,6.57823,6.57823,6.57823,6.57823,6.57823
y1973,AIA,0.006399,0.006399,0.006399,0.006399,0.006399,0.006399,0.006399,0.006399,0.006399,0.006399
y1973,ALA,0.0215954,0.0215954,0.0215954,0.0215954,0.0215954,0.0215954,0.0215954,0.0215954,0.0215954,0.0215954
y1973,ALB,2.296752,2.296752,2.296752,2.296752,2.296752,2.296752,2.296752,2.296752,2.296752,2.296752
y1973,AND,0.024393,0.024393,0.024393,0.024393,0.024393,0.024393,0.024393,0.024393,0.024393,0.024393
y1973,ARE,0.441546,0.441546,0.441546,0.441546,0.441546,0.441546,0.441546,0.441546,0.441546,0.441546
y1973,ARG,25.020588,25.020588,25.020588,25.020588,25.020588,25.020588,25.020588,25.020588,25.020588,25.020588
y1973,ARM,2.706852,2.706852,2.706852,2.706852,2.706852,2.706852,2.706852,2.706852,2.706852,2.706852
y1973,ASM,0.028529,0.028529,0.028529,0.028529,0.028529,0.028529,0.028529,0.028529,0.028529,0.028529
y1973,ATA,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
y1973,ATF,8.6e-05,8.6e-05,8.6e-05,8.6e-05,8.6e-05,8.6e-05,8.6e-05,8.6e-05,8.6e-05,8.6e-05
y1973,ATG,0.064463,0.064463,0.064463,0.064463,0.064463,0.064463,0.064463,0.064463,0.064463,0.064463
y1973,AUS,13.38,13.38,13.38,13.38,13.38,13.38,13.38,13.38,13.38,13.38
y1973,AUT,7.586115,7.586115,7.586115,7.586115,7.586115,7.586115,7.586115,7.586115,7.586115,7.586115
y1973,AZE,5.4939,5.4939,5.4939,5.4939,5.4939,5.4939,5.4939,5.4939,5.4939,5.4939
y1973,BDI,3.57145,3.57145,3.57145,3.57145,3.57145,3.57145,3.57145,3.57145,3.57145,3.57145
y1973,BEL,9.74172,9.74172,9.74172,9.74172,9.74172,9.74172,9.74172,9.74172,9.74172,9.74172
y1973,BEN,3.22738,3.22738,3.22738,3.22738,3.22738,3.22738,3.22738,3.22738,3.22738,3.22738
y1973,BES,0.0103295,0.0103295,0.0103295,0.0103295,0.0103295,0.0103295,0.0103295,0.0103295,0.0103295,0.0103295
y1973,BFA,5.907742,5.907742,5.907742,5.907742,5.907742,5.907742,5.907742,5.907742,5.907742,5.907742
y1973,BGD,71.144818,71.144818,71.144818,71.144818,71.144818,71.144818,71.144818,71.144818,71.144818,71.144818
y1973,BGR,8.620967,8.620967,8.620967,8.620967,8.620967,8.620967,8.620967,8.620967,8.620967,8.620967
y1973,BHR,0.256632,0.256632,0.256632,0.256632,0.256632,0.256632,0.256632,0.256632,0.256632,0.256632
y1973,BHS,0.193563,0.193563,0.193563,0.193563,0.193563,0.193563,0.193563,0.193563,0.193563,0.193563
y1973,BIH,3.943152,3.943152,3.943152,3.943152,3.943152,3.943152,3.943152,3.943152,3.943152,3.943152
y1973,BLM,0.002484,0.002484,0.002484,0.002484,0.002484,0.002484,0.002484,0.002484,0.002484,0.002484
y1973,BLR,9.257272,9.257272,9.257272,9.257272,9.257272,9.257272,9.257272,9.257272,9.257272,9.257272
y1973,BLZ,0.126875,0.126875,0.126875,0.126875,0.126875,0.126875,0.126875,0.126875,0.126875,0.126875
y1973,BMU,0.0538,0.0538,0.0538,0.0538,0.0538,0.0538,0.0538,0.0538,0.0538,0.0538
y1973,BOL,4.902248,4.902248,4.902248,4.902248,4.902248,4.902248,4.902248,4.902248,4.902248,4.902248
y1973,BRA,103.666904,103.666904,103.666904,103.666904,103.666904,103.666904,103.666904,103.666904,103.666904,103.666904
y1973,BRB,0.244643,0.244643,0.244643,0.244643,0.244643,0.244643,0.244643,0.244643,0.244643,0.244643
y1973,BRN,0.149065,0.149065,0.149065,0.149065,0.149065,0.149065,0.149065,0.149065,0.149065,0.149065
y1973,BTN,0.3298,0.3298,0.3298,0.3298,0.3298,0.3298,0.3298,0.3298,0.3298,0.3298
y1973,BVT,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
y1973,BWA,0.657246,0.657246,0.657246,0.657246,0.657246,0.657246,0.657246,0.657246,0.657246,0.657246
y1973,CAF,2.195905,2.195905,2.195905,2.195905,2.195905,2.195905,2.195905,2.195905,2.195905,2.195905
y1973,CAN,22.491777,22.491777,22.491777,22.491777,22.491777,22.491777,22.491777,22.491777,22.491777,22.491777
y1973,CCK,0.0010072,0.0010072,0.0010072,0.0010072,0.0010072,0.0010072,0.0010072,0.0010072,0.0010072,0.0010072
y1973,CHE,6.307347,6.307347,6.307347,6.307347,6.307347,6.307347,6.307347,6.307347,6.307347,6.307347
y1973,CHL,10.307842,10.307842,10.307842,10.307842,10.307842,10.307842,10.307842,10.307842,10.307842,10.307842
y1973,CHN,881.94,881.94,881.94,881.94,881.94,881.94,881.94,881.94,881.94,881.94
y1973,CIV,6.257373,6.257373,6.257373,6.257373,6.257373,6.257373,6.257373,6.257373,6.257373,6.257373
y1973,CMR,6.998688,6.998688,6.998688,6.998688,6.998688,6.998688,6.998688,6.998688,6.998688,6.998688
y1973,COD,21.853906,21.853906,21.853906,21.853906,21.853906,21.853906,21.853906,21.853906,21.853906,21.853906
y1973,COG,1.532069,1.532069,1.532069,1.532069,1.532069,1.532069,1.532069,1.532069,1.532069,1.532069
y1973,COK,0.020177,0.020177,0.020177,0.020177,0.020177,0.020177,0.020177,0.020177,0.020177,0.020177
y1973,COL,22.396318,22.396318,22.396318,22.396318,22.396318,22.396318,22.396318,22.396318,22.396318,22.396318
y1973,COM,0.263728,0.263728,0.263728,0.263728,0.263728,0.263728,0.263728,0.263728,0.263728,0.263728
y1973,CPV,0.299191,0.299191,0.299191,0.299191,0.299191,0.299191,0.299191,0.299191,0.299191,0.299191
y1973,CRI,2.006247,2.006247,2.006247,2.006247,2.006247,2.006247,2.006247,2.006247,2.006247,2.006247
y1973,CUB,9.297924,9.297924,9.297924,9.297924,9.297924,9.297924,9.297924,9.297924,9.297924,9.297924
y1973,CUW,0.146912,0.146912,0.146912,0.146912,0.146912,0.146912,0.146912,0.146912,0.146912,0.146912
y1973,CXR,0.0030932,0.0030932,0.0030932,0.0030932,0.0030932,0.0030932,0.0030932,0.0030932,0.0030932,0.0030932
y1973,CYM,0.012443,0.012443,0.012443,0.012443,0.012443,0.012443,0.012443,0.012443,0.012443,0.012443
y1973,CYP,0.650705,0.650705,0.650705,0.650705,0.650705,0.650705,0.650705,0.650705,0.650705,0.634789
y1973,CZE,9.922266,9.922266,9.922266,9.922266,9.922266,9.922266,9.922266,9.922266,9.922266,9.922266
y1973,DEU,78.936666,78.936666,78.936666,78.936666,78.936666,78.936666,78.936666,78.936666,78.936666,78.936666
y1973,DJI,0.177327,0.177327,0.177327,0.177327,0.177327,0.177327,0.177327,0.177327,0.177327,0.177327
y1973,DMA,0.070334,0.070334,0.070334,0.070334,0.070334,0.070334,0.070334,0.070334,0.070334,0.070334
y1973,DNK,5.021861,5.021861,5.021861,5.021861,5.021861,5.021861,5.021861,5.021861,5.021861,5.021861
y1973,DOM,4.851183,4.851183,4.851183,4.851183,4.851183,4.851183,4.851183,4.851183,4.851183,4.851183
y1973,DZA,14.786469,14.786469,14.786469,14.786469,14.786469,14.786469,14.786469,14.786469,14.786469,14.786469
y1973,ECU,6.720443,6.720443,6.720443,6.720443,6.720443,6.720443,6.720443,6.720443,6.720443,6.720443
y1973,EGY,37.120776,37.120776,37.120776,37.120776,37.120776,37.120776,37.120776,37.120776,37.120776,37.120776
y1973,ERI,1.376516,1.376516,1.376516,1.376516,1.376516,1.376516,1.376516,1.376516,1.376516,1.376516
y1973,ESH,0.0776615,0.0776615,0.0776615,0.0776615,0.0776615,0.0776615,0.0776615,0.0776615,0.0776615,0.0776615
y1973,ESP,34.988947,34.988947,34.988947,34.988947,34.988947,34.988947,34.988947,34.988947,34.988947,34.988947
y1973,EST,1.405951,1.405951,1.405951,1.405951,1.405951,1.405951,1.405951,1.405951,1.405951,1.405951
y1973,ETH,30.694316,30.694316,30.694316,30.694316,30.694316,30.694316,30.694316,30.694316,30.694316,30.694316
y1973,FIN,4.666081,4.666081,4.666081,4.666081,4.666081,4.666081,4.666081,4.666081,4.666081,4.666081
y1973,FJI,0.557244,0.557244,0.557244,0.557244,0.557244,0.557244,0.557244,0.557244,0.557244,0.557244
y1973,FLK,0.002277,0.002277,0.002277,0.002277,0.002277,0.002277,0.002277,0.002277,0.002277,0.002277
y1973,FRA,53.05366,53.05366,53.05366,53.05366,53.05366,53.05366,53.05366,53.05366,53.05366,53.1077499771714
y1973,FRO,0.039746,0.039746,0.039746,0.039746,0.039746,0.039746,0.039746,0.039746,0.039746,0.039746
y1973,FSM,0.063889,0.063889,0.063889,0.063889,0.063889,0.063889,0.063889,0.063889,0.063889,0.063889
